"Uniprots"	"Protein"	"Gene"	"SeqCov"	"Peptides"	"Unique"	"Score"	"Q.value"	"6029"	"6057"	"6096"	"6172"	"6174"	"6195"	"6196"	"6051"	"6211"	"6212"	"nlogP"	"HC.means"	"T1D.means"	"Difference"	"Label"	"Entrez"	"Entrez.2"
"I3L4X3;G5E9C2;Q15653-2;Q15653;I3L1A4"	"NF-kappa-B inhibitor beta"	"NFKBIB"	9	2	2	3.7385	0.00060205	2530.6	2411.2	3064.5	2440.1	3427.9	3018.4	6479.2	3550.7	5577.1	4098.3	1.91707622737151	2774.86	4544.74	0.711782776637309	"Not significant (adj.p > 0.05)"	"4793"	NA
"G5E9C5;O76074-2;O76074"	"cGMP-specific 3,5-cyclic phosphodiesterase"	"PDE5A"	13.1	9	9	51.791	0	22485	19435	19990	41446	16840	24489	36659	34699	26912	32859	0.997089476940459	24039.2	31123.6	0.372620057982273	"Not significant (adj.p > 0.05)"	"8654"	NA
"G5E9C8;Q07889;Q07890-2;Q07890"	"Son of sevenless homolog 1;Son of sevenless homolog 2"	"SOS1;SOS2"	2.4	3	3	4.8577	0.00043422	7389.6	9629.8	10401	6496.6	9877.1	4844.5	10960	10571	4891.8	9888.8	0.212950929184466	8758.82	8231.22	-0.0896302438575702	"Not significant (adj.p > 0.05)"	"6654"	"6655"
"G5E9D5;Q9BQ52-4;Q9BQ52;H7C2I4;E7ES68;Q9BQ52-3;Q9BQ52-2"	"Zinc phosphodiesterase ELAC protein 2"	"ELAC2"	2.7	2	2	3.6518	0.00079793	6839.6	5428.3	5406.5	7799.5	6374.1	5799.7	3729.7	5280.8	2060.2	5533	1.36452911264509	6369.6	4480.68	-0.507485080379117	"Not significant (adj.p > 0.05)"	"60528"	NA
"G5E9L0;Q8N6H7;E9PQP3;Q8N6H7-2;E9PIY6;Q8N6H7-3;H0YDN9"	"ADP-ribosylation factor GTPase-activating protein 2"	"ARFGAP2"	25.2	12	10	90.275	0	66097	42079	51046	69639	53275	79701	53730	98615	29989	71731	0.195779292119368	56427.2	66753.2	0.242446235325406	"Not significant (adj.p > 0.05)"	"84364"	NA
"G5E9Q6;P35080-2;C9J0J7;C9JQ45"	"Profilin;Profilin-2"	"PFN2"	38.8	13	3	24.241	0	32785	33606	37335	36054	46524	31643	29972	22887	19484	27790	1.57761356482275	37260.8	26355.2	-0.499571009490512	"Not significant (adj.p > 0.05)"	"5217"	NA
"G5E9S7"	""	"ARPC2"	86.8	5	2	20.906	0	23091	36583	30643	13479	37028	9298.3	13079	12745	5347.9	12557	3.74959187848942	28164.8	10605.44	-1.40908875009968	"Significant"	"10109"	NA
"G5E9T8;O95249;K7EJC8;E9PCW1;A0A087WYX5;B4DQA8;O95249-2"	"Golgi SNAP receptor complex member 1"	"GOSR1"	19.6	7	7	16.619	0	16508	15028	16348	12319	22932	18698	28204	28115	16412	21593	1.1098268156329	16627	22604.4	0.443075736509086	"Not significant (adj.p > 0.05)"	"9527"	NA
"G5E9W7;G5E9V5;P82650;H7C5F2;H7C5H3;P82650-2"	"28S ribosomal protein S22, mitochondrial"	"MRPS22"	19.1	8	8	11.961	0	11230	11396	12988	9551.7	9923.7	5222.5	9380	7695.3	5425.7	12869	1.25395961911009	11017.88	8118.5	-0.44056155495094	"Not significant (adj.p > 0.05)"	"56945"	NA
"G5E9W3;Q9UKF6"	"Cleavage and polyadenylation specificity factor subunit 3"	"CPSF3"	5.1	4	4	16.165	0	6886.8	4084	6374	7107.1	6584.6	14302	11050	6612.7	5026.4	7778.1	0.922044861270367	6207.3	8953.84	0.528540665004306	"Not significant (adj.p > 0.05)"	"51692"	NA
"G5E9W9;Q9NUV9"	"GTPase IMAP family member 4"	"GIMAP4"	15.5	6	5	28.495	0	12613	11500	13216	13161	17474	12842	19957	31283	16112	18998	1.25395961911009	13592.8	19838.4	0.545453005159171	"Not significant (adj.p > 0.05)"	"55303"	NA
"G5EA09;O00560-2;O00560-3;O00560;B4DHN5;E9PBU7"	"Syntenin-1"	"SDCBP"	20.1	6	6	7.1662	0	21561	16339	18629	23807	20756	20597	34995	34795	17383	33287	1.04273046753641	20218.4	28211.4	0.480609429036699	"Not significant (adj.p > 0.05)"	"6386"	NA
"G5EA31;P53992"	"Protein transport protein Sec24C"	"SEC24C"	20.5	33	31	236.07	0	122230	97140	109590	102910	126440	111780	118710	138340	66045	111200	0.0902560271330499	111662	109215	-0.0319672868123427	"Not significant (adj.p > 0.05)"	"9632"	NA
"G5EA36;P30260;P30260-2;I3L3H6;F6QPS0;I3L2Z8"	"Cell division cycle protein 27 homolog"	"CDC27"	5.5	4	4	10.148	0	11232	10076	10675	15467	10739	16236	31768	46387	11386	22086	2.22807797986134	11637.8	25572.6	1.13578049059165	"Not significant (adj.p > 0.05)"	"996"	NA
"G8JLB3;Q9Y606-2;Q9Y606;F5GY32;F5H1S9;F5H168;F8W9U5;F5H1B2;F5GXL3"	"tRNA pseudouridine synthase;tRNA pseudouridine synthase A, mitochondrial"	"PUS1"	15.1	5	5	8.3829	0	12137	12517	15134	11114	19286	7686.6	13684	13217	8878.9	15684	0.503981212021217	14037.6	11830.1	-0.246834031174491	"Not significant (adj.p > 0.05)"	"80324"	NA
"G8JLB6;P31943;E9PCY7;D6RIU0;D6RBM0;H0YB39"	"Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed"	"HNRNPH1"	38.3	35	1	323.31	0	141300	93598	112840	142820	147260	141330	240780	279530	123930	193680	1.45506141797218	127563.6	195850	0.618532410401933	"Not significant (adj.p > 0.05)"	"3187"	NA
"G8JLD5;O00429-4;O00429-5"	"Dynamin-1-like protein"	"DNM1L"	30.5	26	1	137.93	0	86260	84217	105630	107180	116020	79652	89194	96878	62255	92255	0.589188218953149	99861.4	84046.8	-0.248734241273826	"Not significant (adj.p > 0.05)"	"10059"	NA
"H0UI06;P14406;D6RIE3;D6R9C3;D6RGV5"	"Cytochrome c oxidase subunit 7A2, mitochondrial"	"COX7A2"	31.3	6	6	15.764	0	37734	24882	29803	44744	40561	40257	44802	41234	21147	41847	0.0939910984204873	35544.8	37857.4	0.0909368146236299	"Not significant (adj.p > 0.05)"	"1347"	NA
"X6RLT1;H0UI80;Q8IXH7-4;Q8IXH7"	"Negative elongation factor C/D"	"NELFCD;TH1L"	6.7	5	5	58.41	0	6999.7	2332.8	1815.3	6326.9	1582.1	8234.3	3312.3	8130.7	1184.3	11362	0.598642991906686	3811.36	6444.72	0.757811796430682	"Not significant (adj.p > 0.05)"	"51497"	NA
"H0Y2Q1;Q96FX7"	"tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A"	"TRMT61A"	7.3	2	2	10.661	0	9480.7	7849.2	6419.9	10282	8866.7	10347	6831.1	9134.1	4098.1	10222	0.183261082023762	8579.7	8126.46	-0.0783001720197528	"Not significant (adj.p > 0.05)"	"115708"	NA
"H0Y2Y8;Q15942;Q15942-2;C9JJK5"	"Zyxin"	"ZYX"	19.8	11	10	47.015	0	24303	24248	25585	21777	32889	21456	37066	35348	35442	32946	0.758693330209701	25760.4	32451.6	0.333134615519466	"Not significant (adj.p > 0.05)"	"7791"	NA
"Q5QPK2;H0Y368;O60762"	"Dolichol-phosphate mannosyltransferase subunit 1"	"DPM1"	42.2	21	21	140.45	0	98439	61081	76569	80187	82497	143140	113170	101160	56056	93473	0.574152115909184	79754.6	101399.8	0.34641517018403	"Not significant (adj.p > 0.05)"	"8813"	NA
"H0Y3A3;Q5VWQ8-3;Q5VWQ8-4;Q5VWQ8-2;Q5VWQ8-5;Q5VWQ8"	"Disabled homolog 2-interacting protein"	"DAB2IP"	1.7	2	2	2.1804	0.0056032	5612.1	5221.4	6342.7	8351.6	6372.2	5245.9	4690.1	5073	2495.1	4709.1	1.47276953806135	6380	4442.64	-0.522139183667929	"Not significant (adj.p > 0.05)"	"153090"	NA
"H0Y3K4;Q96EV2"	"RNA-binding protein 33"	"RBM33"	3	2	2	10.951	0	17822	16476	18558	14195	22494	10264	10931	8338	8449.4	14434	2.72148986904346	17909	10483.28	-0.77259460584832	"Not significant (adj.p > 0.05)"	"155435"	NA
"H0Y589;H0Y3N9;Q9UPP1-5;Q9UPP1-4;Q9UPP1-3;Q9UPP1-2;Q9UPP1;A0A087WYX2"	"Histone lysine demethylase PHF8"	"PHF8"	3	2	2	2.3777	0.0042857	12063	66038	9685.3	9963.2	18843	4243.4	5941.8	2450.9	2841.7	7306.3	3.76606811884162	23318.5	4556.82	-2.35537569927627	"Significant large difference"	"23133"	NA
"H0Y3V5;Q6YHU6-4;Q6YHU6-2;Q6YHU6-3;Q6YHU6"	"Thyroid adenoma-associated protein"	"THADA"	1.3	1	1	3.5402	0.00079224	2747.9	1093.8	1385.2	3135.7	1646.3	4575.6	3590.3	3618.4	1459.8	3539.9	1.50397341219666	2001.78	3356.8	0.745803155482006	"Not significant (adj.p > 0.05)"	"63892"	NA
"H0Y400"	""	"DDX39B"	47.6	25	2	13.92	0	15377	8842.2	10184	7441.3	12443	4716.7	47105	19699	15683	14824	0.725660543452041	10857.5	20405.54	0.910268936927647	"Not significant (adj.p > 0.05)"	"7919"	NA
"J3KRT8;J3QQN8;J3KSB5;H0Y465;P21359-4;P21359-2;P21359-6;P21359"	"Neurofibromin;Neurofibromin truncated"	"NF1"	10.2	1	1	41.954	0	2984.5	925.06	1379.1	5466.8	694.54	2160.8	1324.5	2668.3	750.09	3011.8	0.0295968261253837	2290	1983.098	-0.207591624426403	"Not significant (adj.p > 0.05)"	"4763"	NA
"H0Y494;J3KPC8;H0Y4E8;Q9Y2K2-2;Q9Y2K2-3;Q9Y2K2-4;Q9Y2K2"	"Serine/threonine-protein kinase SIK3"	"SIK3"	1.2	1	1	2.1432	0.0061018	11598	5263.6	6612.7	4023.5	13317	15386	7450.3	5527.8	3095.2	6421.9	0.139889072080345	8162.96	7576.24	-0.107610354657175	"Not significant (adj.p > 0.05)"	"23387"	NA
"H0Y4J5"	""	"PDIA2"	61.7	44	7	119.98	0	15748	13458	34939	14196	25246	23120	20062	10002	7144.4	11983	0.91049498552802	20717.4	14462.28	-0.518547945260746	"Not significant (adj.p > 0.05)"	"64714"	NA
"H0Y4R1;P12268"	"Inosine-5-monophosphate dehydrogenase 2"	"IMPDH2"	47.4	34	21	245.88	0	240790	187190	176650	194050	238770	279390	242100	271540	115240	229610	0.0998467176097165	207490	227576	0.133306612780949	"Not significant (adj.p > 0.05)"	"3615"	NA
"H0Y517;H7C1U3;Q5T0F9-3;Q5T0F9-2;Q5T0F9;Q5T0F9-4"	"Coiled-coil and C2 domain-containing protein 1B"	"CC2D1B"	10.7	6	6	11.159	0	27489	17418	20947	20990	23567	23811	23875	28676	14798	30978	0.175381093875677	22082.2	24427.6	0.145628214727339	"Not significant (adj.p > 0.05)"	"200014"	NA
"H0Y7H7;H0Y599;Q8N1I0-2;Q8N1I0;Q8N1I0-3"	"Dedicator of cytokinesis protein 4"	"DOCK4"	2.7	3	3	10.57	0	9552.2	11466	7957.6	12032	12530	12994	16520	25999	7949.3	18416	1.1194457945833	10707.56	16375.66	0.612923292378946	"Not significant (adj.p > 0.05)"	"9732"	NA
"H0Y5B4;H7BZ11;J3KQN4;P83881;Q969Q0;R4GN19"	"60S ribosomal protein L36a;60S ribosomal protein L36a-like"	"RPL36A;RPL36A-HNRNPH2;RPL36AL"	35.7	8	8	14.129	0	66022	43626	65162	47689	72148	88794	179540	106260	61967	83141	1.91707622737151	58929.4	103940.4	0.818697033813069	"Not significant (adj.p > 0.05)"	"6173"	"100529097"
"H0Y614;P61960"	"Ubiquitin-fold modifier 1"	"UFM1"	29.6	9	9	34.204	0	35269	29425	25956	28250	37077	28305	51315	53356	16185	28814	0.072690779102769	31195.4	35595	0.190341292885294	"Not significant (adj.p > 0.05)"	"51569"	NA
"H0Y621;H0Y5K5;Q9Y282-2;Q9Y282;Q9Y282-3"	"Endoplasmic reticulum-Golgi intermediate compartment protein 3"	"ERGIC3"	11.7	4	4	5.8786	0	6498.9	6991.4	4572.7	6775.2	7583.4	3155.3	2646.2	2505.7	1758.7	3251.2	5.27194968228696	6484.32	2663.42	-1.2836753414074	"Significant"	"51614"	NA
"H0YE12;H0Y679;Q92733"	"Proline-rich protein PRCC"	"PRCC"	4.5	1	1	2.1179	0.0062587	8676	7268.4	11384	13354	11945	11100	15573	9791.6	10463	13788	0.415078529017208	10525.48	12143.12	0.20625312204948	"Not significant (adj.p > 0.05)"	"5546"	NA
"H0Y695;P48728-4;P48728;P48728-2"	"Aminomethyltransferase;Aminomethyltransferase, mitochondrial"	"AMT"	16.4	8	2	18.027	0	52531	37860	30357	45403	49247	34338	43753	56436	23373	54526	0.0725238153519174	43079.6	42485.2	-0.0200444979009028	"Not significant (adj.p > 0.05)"	"275"	NA
"H0Y6D8;Q32MN6;P20226-2;P20226"	"TATA-box-binding protein"	"TBP"	12.9	1	1	6.1376	0	5477.8	5156.4	5010.4	7721.3	4155.9	5606.5	2890.8	5134.5	1775.2	6698.3	0.699877088639379	5504.36	4421.06	-0.316182515450251	"Not significant (adj.p > 0.05)"	"6908"	NA
"H0Y6I0;Q13439-3;Q13439-4;Q13439;Q13439-5"	"Golgin subfamily A member 4"	"GOLGA4"	12.6	28	27	111.96	0	119030	97772	102090	106620	142330	105640	121490	108180	78382	115670	0.171272282551844	113568.4	105872.4	-0.101234925474761	"Not significant (adj.p > 0.05)"	"2803"	NA
"H0Y6K2;P25440-4;P25440-3;P25440;P25440-2;U3KQA6"	"Bromodomain-containing protein 2"	"BRD2"	3.3	2	2	4.2264	0.00062604	8599.3	5839.5	7762.4	8549.5	6964.7	6127.4	9910.1	8654.4	5218.5	8770	0.0121719418747608	7543.08	7736.08	0.0364489871599242	"Not significant (adj.p > 0.05)"	"6046"	NA
"H0Y6K5;H0Y7L6;Q02447-4;Q02447-3;Q02447-5;Q02447-6;Q02447-2;Q02447"	"Transcription factor Sp3"	"SP3"	3.5	3	3	50.553	0	9018.2	5760.8	7277.2	8257.9	10557	7813.1	8102.3	5702.3	5217	10163	0.251975530606581	8174.22	7399.54	-0.143645485495501	"Not significant (adj.p > 0.05)"	"6670"	NA
"H0Y6T7;Q92542-2;Q92542;Q5T205;H0Y3Z4"	"Nicastrin"	"NCSTN"	9.1	3	3	8.7623	0	4744.1	4676.5	4803.6	2672.8	6973.3	3227.9	4592.8	2426.5	3733.9	4253.3	0.696503506553209	4774.06	3646.88	-0.388553969401542	"Not significant (adj.p > 0.05)"	"23385"	NA
"R4GMW6;H0Y6Z9;R4GMX3;Q9UBI1"	"COMM domain-containing protein 3"	"COMMD3-BMI1;COMMD3"	9.4	1	1	18.926	0	20948	8254.3	15040	25536	17487	11422	3796	5389.5	2282.6	13695	2.62301763985011	17453.06	7317.02	-1.25415189524409	"Not significant (adj.p > 0.05)"	"100532731"	"23412"
"H0Y8D0;H0Y870;H0Y861;Q8TDQ4;Q5SSC2;Q9H0R3"	"Transmembrane protein 222"	"TMEM222"	23.8	1	1	3.7607	0.0006035	15325	6274.2	7272.2	11707	9210.4	11048	6671.9	8108.3	3877.5	11383	0.435563960793224	9957.76	8217.74	-0.277079558278836	"Not significant (adj.p > 0.05)"	"84065"	NA
"H0Y8C3;Q9NZJ7-2;Q9NZJ7;Q5TDC2;F6WFU6"	"Mitochondrial carrier homolog 1"	"MTCH1"	11.4	4	4	3.6609	0.00079824	3918.1	1922	2314.3	3948.4	1830.4	3778.2	2694.4	3710.3	2411.7	5081.4	0.679501475248232	2786.64	3535.2	0.343265200382782	"Not significant (adj.p > 0.05)"	"23787"	NA
"H0Y8D1"	""	"PRSS1"	69	46	6	31.769	0	27461	18429	25402	14645	39135	27395	46937	23797	36351	19316	0.485591449950333	25014.4	30759.2	0.298259133487365	"Not significant (adj.p > 0.05)"	"5644"	NA
"H0Y8G2"	""	"COPG1"	63.2	5	2	40.002	0	11594	12672	10292	6981.3	22983	1917.4	4028.1	3080.8	2172.7	5524.7	5.60052931179427	12904.46	3344.74	-1.94790379779212	"Significant"	"22820"	NA
"H0Y8N7;Q9BYD6"	"39S ribosomal protein L1, mitochondrial"	"MRPL1"	9.5	3	3	8.253	0	6135.2	5576.7	5644	4408	7542.6	9019.1	14512	19256	4030.3	7920.5	1.40460509440839	5861.3	10947.58	0.901319406331118	"Not significant (adj.p > 0.05)"	"65008"	NA
"H0Y8P4;Q8TED0-3;Q8TED0;Q8TED0-2"	"U3 small nucleolar RNA-associated protein 15 homolog"	"UTP15"	6.4	3	3	15.969	0	14014	11040	13485	12330	14723	12997	11676	13159	7812.9	14057	0.286447999675864	13118.4	11940.38	-0.135743020017908	"Not significant (adj.p > 0.05)"	"84135"	NA
"H0Y8Q7;H0YA20;P52824"	"Diacylglycerol kinase;Diacylglycerol kinase theta"	"DGKQ"	7.6	1	1	2.9666	0.0016892	3570.9	3262.7	4062.5	3040.4	4884.5	4089.2	5402.1	3709.7	6119.9	6122.8	1.11275694930256	3764.2	5088.74	0.434965197717608	"Not significant (adj.p > 0.05)"	"1609"	NA
"H0Y8W2;H0YAM7;H0YAF8"	""	"GNB2L1"	57.3	43	0	11.253	0	27930	14539	18879	18617	21996	15753	20469	16744	18585	19204	0.250917365918673	20392.2	18151	-0.167968394659814	"Not significant (adj.p > 0.05)"	"10399"	NA
"H0Y8X4;O43598;O43598-2"	"2-deoxynucleoside 5-phosphate N-hydrolase 1"	"DNPH1"	29.2	17	17	41.852	0	108800	78585	90461	123290	106310	82064	81772	100350	50752	95401	0.725660543452041	101489.2	82067.8	-0.30643802635183	"Not significant (adj.p > 0.05)"	"10591"	NA
"H0Y9Q7"	""	"CANX"	62.9	27	1	9.1938	0	10707	6978.3	9211.9	13392	10643	11047	46866	16515	20768	30982	2.75003105146881	10186.44	25235.6	1.30881044802614	"Not significant (adj.p > 0.05)"	"821"	NA
"H0Y9Y1"	""	"BTF3"	67.4	10	2	43.761	0	39178	48127	58368	24460	68335	24210	42275	25676	31157	25117	1.50397341219666	47693.6	29687	-0.683964373993318	"Not significant (adj.p > 0.05)"	"689"	NA
"H0Y9Y3;Q9UMS6;Q9UMS6-3;Q9UMS6-4;Q9UMS6-2"	"Synaptopodin-2"	"SYNPO2"	5.7	8	8	12.698	0	23581	26256	24982	17492	34644	21233	57794	55167	27760	40111	1.32248423184252	25391	40413	0.670502236600349	"Not significant (adj.p > 0.05)"	"171024"	NA
"H0Y9Z3;Q9HAD4-2;Q9HAD4;D6RE66"	"WD repeat-containing protein 41"	"WDR41"	14.7	2	2	9.6657	0	5479.1	3895.9	4889.4	7663.1	4845.5	5301.1	6249.4	8016.9	4951	6561.1	0.452243780609764	5354.6	6215.9	0.215184487564185	"Not significant (adj.p > 0.05)"	"55255"	NA
"H0YA44"	""	"PAIP1"	20.4	1	1	2.6063	0.0027293	6444.5	6440.2	8554.9	2399.4	8228.1	8363	13824	9596.6	13135	10264	1.99406678562496	6413.42	11036.52	0.783119543725243	"Not significant (adj.p > 0.05)"	"10605"	NA
"H0YAK9;Q6UXI9;Q6UXI9-6;Q6UXI9-3;D6RH31"	"Nephronectin"	"NPNT"	27.4	13	3	79.61	0	40956	68344	46226	29283	58684	45703	73505	89539	30097	66353	0.419800864059037	48698.6	61039.4	0.325860483026767	"Not significant (adj.p > 0.05)"	"255743"	NA
"H0YAV1;Q7LG56;Q7LG56-6;Q7LG56-2;Q7LG56-3"	"Ribonucleoside-diphosphate reductase subunit M2 B"	"RRM2B"	12	5	5	10.423	0	18278	9464.3	13432	22368	12022	16330	19540	25766	11253	18733	0.499772820453062	15112.86	18324.4	0.27798925464626	"Not significant (adj.p > 0.05)"	"50484"	NA
"H0YAW6"	""	"PABPC1"	12.3	3	2	5.1434	0.00044277	2279	3430.2	4045.4	1400.4	9204.2	1389.4	2607.5	1553.3	1172	1574.2	1.91707622737151	4071.84	1659.28	-1.29512351428987	"Not significant (adj.p > 0.05)"	"26986"	NA
"H0YBI6;H0YBQ0;Q86VQ6"	"Thioredoxin reductase 3"	"TXNRD3"	1.8	1	1	2.9774	0.0016911	5404.6	3891.2	4031.2	4987.8	4731.5	4776.3	3746.8	3442	2331.8	3657.8	0.983853811824319	4609.26	3590.94	-0.360173602160649	"Not significant (adj.p > 0.05)"	"114112"	NA
"H0YBN4"	""	"PABPC1"	56.6	20	1	14.479	0	4491.4	2654.1	3611.1	3120.5	3815.5	9102.7	15095	46826	9939.7	14219	5.82816677616072	3538.52	19036.48	2.42754875859532	"Significant large difference"	"26986"	NA
"H0YBV6;Q9BXY0"	"Protein MAK16 homolog"	"MAK16"	22.6	3	3	60.052	0	32353	19324	20536	26899	21763	27679	27313	33096	13646	31307	0.132735075796775	24175	26608.2	0.138355028064709	"Not significant (adj.p > 0.05)"	"84549"	NA
"H0YC35"	"Clusterin"	"CLU"	49.3	23	1	2.4926	0.0037777	11490	10583	11245	12612	11996	8927	8954.3	8456.9	9891.9	9201.5	1.10009717837141	11585.2	9086.32	-0.350514930330976	"Not significant (adj.p > 0.05)"	"1191"	NA
"H0YCE7;O43427-2;O43427"	"Acidic fibroblast growth factor intracellular-binding protein"	"FIBP"	6.6	1	1	1.9588	0.0080109	7054.1	5354.2	5365.3	5591.6	4367.2	4856.1	3912	5642.5	2084.7	4422.8	1.04891196125229	5546.48	4183.62	-0.40682065766522	"Not significant (adj.p > 0.05)"	"9158"	NA
"H0YD13;P16070-18;P16070-12;P16070-14;P16070-13;P16070-11;P16070-10;P16070-16;P16070-8;P16070-17;P16070-6;P16070-4;P16070-3;P16070-7;P16070-5;P16070;H0Y2P0;H0YE40"	"CD44 antigen"	"CD44"	33.5	9	9	41.077	0	31275	26505	29136	34711	32665	39524	37709	61428	17612	46694	0.480407793853959	30858.4	40593.4	0.395581921079953	"Not significant (adj.p > 0.05)"	"960"	NA
"H0YF19;H0YD68;Q9ULJ1-5;Q9ULJ1-6;Q9ULJ1-3;Q9ULJ1-2;Q9ULJ1;Q9ULJ1-4"	"Outer dense fiber protein 2-like"	"ODF2L"	7.8	1	1	2.3086	0.0047923	10309	5505.4	6265	9076	8111.7	20051	7116.9	5891.1	5115.5	8284.8	0.0868372358635103	7853.42	9291.86	0.242646362965355	"Not significant (adj.p > 0.05)"	"57489"	NA
"H0YDA6;H0YF31"	""	"NAPRT"	10.2	2	2	10.934	0	3922.2	5431.1	6940.8	2971.4	10233	2796	10332	3534.4	6169.7	7358.2	0.0068285666953921	5899.7	6038.06	0.0334434977006338	"Not significant (adj.p > 0.05)"	"93100"	NA
"H0YDD3;Q9BVK2-2;Q9BVK2;H0YEE0"	"Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase"	"ALG8"	13.7	3	3	2.8522	0.001858	1958.7	1159.7	1546.9	2299.8	1796.1	1471.7	1316.9	1991.5	1538.9	1874.2	0.106421090585019	1752.24	1638.64	-0.0967014536067105	"Not significant (adj.p > 0.05)"	"79053"	NA
"H0YDU8;P53041;A8MU39"	"Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase 5"	"PPP5C"	22.5	11	11	46.322	0	32786	23880	26754	20914	41086	25218	44854	25915	22601	29018	0.0193578496517163	29084	29521.2	0.0215256657506806	"Not significant (adj.p > 0.05)"	"5536"	NA
"H0YE57;Q9UBM7"	"7-dehydrocholesterol reductase"	"DHCR7"	5.4	1	1	4.774	0.00043225	4401.6	2881.7	2923.3	3569.8	4400	3549.9	3144.6	3222.6	1167.9	2758.2	0.90882139646448	3635.28	2768.64	-0.392889013531439	"Not significant (adj.p > 0.05)"	"1717"	NA
"H0YE58"	""	"EEF1D"	68.1	19	1	27.584	0	23313	4729.7	5635.8	11770	9036.9	12417	5292.6	15038	2078.9	9168.8	0.297740613690494	10897.08	8799.06	-0.308520285213165	"Not significant (adj.p > 0.05)"	"1936"	NA
"H0YFT4"	""	"SYNE1"	17.7	1	1	2.2233	0.005452	1855.4	4705	2568.4	8121.4	2434.1	3298.8	6447.4	35162	2134.5	4492	0.725498783832643	3936.86	10306.94	1.38849876402226	"Not significant (adj.p > 0.05)"	"23345"	NA
"H0YG47;Q96PU8;Q96PU8-9;Q96PU8-8;Q96PU8-6;Q96PU8-3;F5GXS8;F5GYM3;H0YGD6;Q96PU8-5"	"Protein quaking"	"QKI"	21	5	5	15.334	0	19928	17938	22518	14079	25810	18848	26241	25264	17883	23391	0.296944657312923	20054.6	22325.4	0.154752832978971	"Not significant (adj.p > 0.05)"	"9444"	NA
"H0YG79;Q9H6F5"	"Coiled-coil domain-containing protein 86"	"CCDC86"	12.5	1	1	2.5856	0.0030859	7474.9	5897.7	7796.5	5917.7	11946	6067.7	8661.1	6799.9	3582.1	9152.6	0.302071370790282	7806.56	6852.68	-0.188018638598664	"Not significant (adj.p > 0.05)"	"79080"	NA
"H0YH86"	""	"APPL2"	6.9	1	1	2.6445	0.0027347	8638.5	5405.5	6603.4	7553.1	6969.9	6783	6344.6	7725	4241.4	7180.3	0.227995588845092	7034.08	6454.86	-0.123975937978008	"Not significant (adj.p > 0.05)"	"55198"	NA
"H0YHA7;J3QQ67;Q07020-2;Q07020;G3V203;F8VYV2;F8VUA6;A0A075B7A0"	"60S ribosomal protein L18"	"RPL18"	49.7	19	19	90.4	0	168530	89076	111020	135680	149200	125280	144060	115100	73470	109110	0.353291478553932	130701.2	113404	-0.204800858837045	"Not significant (adj.p > 0.05)"	"6141"	NA
"H0YHG0;P82979;F8VZQ9"	"SAP domain-containing ribonucleoprotein"	"SARNP"	12.8	8	8	55.242	0	46320	35227	36787	41962	62673	42467	56187	88009	27577	46650	0.200203896703061	44593.8	52178	0.226598504051707	"Not significant (adj.p > 0.05)"	"84324"	NA
"H0YHG9"	""	"KIF21A"	9.4	2	2	5.7656	0	4241.3	2985.6	3238.9	8100.8	3241.6	7896.5	8339.3	11006	3363.5	6470.3	1.58178353007257	4361.64	7415.12	0.765599342145183	"Not significant (adj.p > 0.05)"	"55605"	NA
"H0YHL1"	""	"DCTN2"	46.1	8	1	2.8717	0.0018605	16190	17795	20486	9303.9	17150	19288	19574	18495	6988.2	18431	0.0121719418747608	16184.98	16555.24	0.0326323427316923	"Not significant (adj.p > 0.05)"	"10540"	NA
"H0YHM7"	""	"FKBP11"	44.4	9	3	7.1479	0	11395	6528.4	16538	5438.7	10175	8335.9	6715.2	5149.9	2912.1	7542.4	1.32248423184252	10015.02	6131.1	-0.707947461494983	"Not significant (adj.p > 0.05)"	"51303"	NA
"H0YI09;Q9H8H3;F8VQX6"	"Methyltransferase-like protein 7A"	"METTL7A"	29.5	20	20	145.17	0	311360	317210	265790	142090	224210	198490	295500	242060	188110	185000	0.227995588845092	252132	221832	-0.18471173923105	"Not significant (adj.p > 0.05)"	"25840"	NA
"H0YJ02;H0YJH0;Q9H4B6"	"Protein salvador homolog 1"	"SAV1"	29.9	2	2	4.7776	0.00043253	2545.3	1039.1	971.63	1329.7	1867.2	825.78	1105.4	886.63	709.08	1162.7	1.5821826085811	1550.586	937.918	-0.725279842345599	"Not significant (adj.p > 0.05)"	"60485"	NA
"H0YJ34;Q96AC1;Q96AC1-3;Q96AC1-2"	"Fermitin family homolog 2"	"FERMT2"	28.6	31	27	111.86	0	113880	85237	114890	103490	114230	154350	146620	118660	69527	134940	0.315665104272097	106345.4	124819.4	0.231084551394622	"Not significant (adj.p > 0.05)"	"10979"	NA
"Q96B13;H0YJ75;Q13362-2;Q13362-3;Q13362;Q13362-4;Q13362-5"	"Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform"	"PPP2R5C"	16.4	8	3	23.386	0	35269	24293	27654	46326	28441	34748	26371	43957	13292	38005	0.14325586709083	32396.6	31274.6	-0.0508509787038299	"Not significant (adj.p > 0.05)"	"5527"	NA
